Name,Light Years from Earth,Planet Mass,Stellar Magnitude,Discovery Date 
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-1215 b,2287,1.98 Earths,14.425,2016
Kepler-1216 b,3666,2.51 Earths,15.107,2016
Kepler-1217 b,4446,4.62 Earths,15.242,2016
Kepler-1218 b,2176,2.67 Earths,13.551,2016
Kepler-1219 b,2029,5.14 Earths,12.232,2016
Kepler-121 b,1690,6.08 Earths,14.677,2014
Kepler-121 c,1690,5.77 Earths,14.677,2014
Kepler-1220 b,3125,2.92 Earths,14.965,2016
Kepler-1221 b,2965,4.19 Earths,15.58,2016
Kepler-1222 b,1484,0.418 Earths,14.091,2016
Kepler-122 e,3453,27.7 Earths,14.222,2014
Kepler-122 f,3453,36 Earths,14.222,2014
Kepler-1230 b,4674,7.8 Earths,15.274,2016
Kepler-1231 b,3092,2.6 Earths,14.714,2016
Kepler-1232 b,2414,4.38 Earths,14.762,2016
Kepler-1233 b,4179,7.27 Earths,14.659,2016
Kepler-1234 b,2825,8.3 Earths,15.878,2016
Kepler-1235 b,1739,0.418 Earths,13.877,2016
Kepler-1236 b,3516,5.22 Earths,15.925,2016
Kepler-1237 b,3657,8.55 Earths,15.755,2016
Kepler-1245 c,2809,2.67 Earths,15.372,2016
Kepler-1246 b,1419,2.42 Earths,15.032,2016
Kepler-1247 b,3569,6.04 Earths,15.901,2016
Kepler-1248 b,1761,1.76 Earths,12.925,2016
Kepler-1249 b,5461,6.26 Earths,15.352,2016
Kepler-124 b,1387,0.315 Earths,14.124,2014
Kepler-124 c,1387,3.71 Earths,14.124,2014
Kepler-124 d,1387,1.41 Earths,14.124,2014
Kepler-1250 b,4472,4.35 Earths,15.569,2016
Kepler-1251 b,2815,4.04 Earths,14.939,2016
Kepler-1252 b,2701,3.43 Earths,14.495,2016
Kepler-1253 b,1272,2.33 Earths,12.457,2016
Kepler-1254 b,2205,3.02 Earths,15.302,2016
Kepler-1254 c,2205,2.24 Earths,15.302,2016
Kepler-1254 d,2205,2.27 Earths,15.302,2016
Kepler-1255 b,4384,5.99 Earths,15.199,2016
Kepler-1256 b,2812,2.83 Earths,13.513,2016
Kepler-1257 b,3526,2.92 Earths,15.512,2016
Kepler-1258 b,2124,0.566 Earths,13.785,2016
Kepler-1259 b,2296,2.63 Earths,15.333,2016
Kepler-1252 b,2701,3.43 Earths,14.495,2016
Kepler-1253 b,1272,2.33 Earths,12.457,2016
Kepler-1254 b,2205,3.02 Earths,15.302,2016
Kepler-1254 c,2205,2.24 Earths,15.302,2016
Kepler-1254 d,2205,2.27 Earths,15.302,2016
Kepler-1255 b,4384,5.99 Earths,15.199,2016
Kepler-1256 b,2812,2.83 Earths,13.513,2016
Kepler-1257 b,3526,2.92 Earths,15.512,2016
Kepler-1258 b,2124,0.566 Earths,13.785,2016
Kepler-1259 b,2296,2.63 Earths,15.333,2016
Kepler-125 b,601,6.21 Earths,14.768,2014
Kepler-125 c,601,0.33 Earths,14.768,2014
Kepler-1260 b,3396,3.78 Earths,14.823,2016
Kepler-1261 b,2593,5.73 Earths,15.582,2016
Kepler-1262 b,3761,3.97 Earths,15.184,2016
Kepler-1263 b,2267,1.55 Earths,15.001,2016
Kepler-1264 b,2655,1.76 Earths,14.479,2016
Kepler-1265 b,1895,2.39 Earths,15.566,2016
Kepler-1266 b,2939,7.18 Earths,15.836,2016
Kepler-1267 b,5311,9.32 Earths,15.814,2016
Kepler-125 b,601,6.21 Earths,14.768,2014
Kepler-125 c,601,0.33 Earths,14.768,2014
Kepler-1260 b,3396,3.78 Earths,14.823,2016
Kepler-1261 b,2593,5.73 Earths,15.582,2016
Kepler-1262 b,3761,3.97 Earths,15.184,2016
Kepler-1263 b,2267,1.55 Earths,15.001,2016
Kepler-1264 b,2655,1.76 Earths,14.479,2016
Kepler-1265 b,1895,2.39 Earths,15.566,2016
Kepler-1266 b,2939,7.18 Earths,15.836,2016
Kepler-1267 b,5311,9.32 Earths,15.814,2016
Kepler-125 b,601,6.21 Earths,14.768,2014
Kepler-125 c,601,0.33 Earths,14.768,2014
Kepler-1260 b,3396,3.78 Earths,14.823,2016
Kepler-1261 b,2593,5.73 Earths,15.582,2016
Kepler-1262 b,3761,3.97 Earths,15.184,2016
Kepler-1263 b,2267,1.55 Earths,15.001,2016
Kepler-1264 b,2655,1.76 Earths,14.479,2016
Kepler-1265 b,1895,2.39 Earths,15.566,2016
Kepler-1266 b,2939,7.18 Earths,15.836,2016
Kepler-1267 b,5311,9.32 Earths,15.814,2016
Kepler-125 b,601,6.21 Earths,14.768,2014
Kepler-125 c,601,0.33 Earths,14.768,2014
Kepler-1260 b,3396,3.78 Earths,14.823,2016
Kepler-1261 b,2593,5.73 Earths,15.582,2016
Kepler-1262 b,3761,3.97 Earths,15.184,2016
Kepler-1263 b,2267,1.55 Earths,15.001,2016
Kepler-1264 b,2655,1.76 Earths,14.479,2016
Kepler-1265 b,1895,2.39 Earths,15.566,2016
Kepler-1266 b,2939,7.18 Earths,15.836,2016
Kepler-1267 b,5311,9.32 Earths,15.814,2016
Kepler-125 b,601,6.21 Earths,14.768,2014
Kepler-125 c,601,0.33 Earths,14.768,2014
Kepler-1260 b,3396,3.78 Earths,14.823,2016
Kepler-1261 b,2593,5.73 Earths,15.582,2016
Kepler-1262 b,3761,3.97 Earths,15.184,2016
Kepler-1263 b,2267,1.55 Earths,15.001,2016
Kepler-1264 b,2655,1.76 Earths,14.479,2016
Kepler-1265 b,1895,2.39 Earths,15.566,2016
Kepler-1266 b,2939,7.18 Earths,15.836,2016
Kepler-1267 b,5311,9.32 Earths,15.814,2016
Kepler-1268 b,4586,4.78 Earths,15.222,2016
Kepler-1269 b,2316,3.29 Earths,13.57,2016
Kepler-126 b,780,2.92 Earths,10.454,2014
Kepler-126 c,780,3.12 Earths,10.454,2014
Kepler-126 d,780,6.8 Earths,10.454,2014
Kepler-1270 b,3927,11 Earths,13.285,2016
Kepler-1271 b,2887,2.79 Earths,13.868,2016
Kepler-1272 b,2923,6.21 Earths,14.384,2016
Kepler-1273 b,4420,6.76 Earths,15.796,2016
Kepler-1274 b,1987,2.6 Earths,11.682,2016
Kepler-1282 b,3673,3.02 Earths,15.492,2016
Kepler-1283 b,4736,4.31 Earths,15.07,2016
Kepler-1284 b,2779,1.92 Earths,15.662,2016
Kepler-1285 b,1187,0.871 Earths,11.65,2016
Kepler-1286 b,3751,5.27 Earths,15.142,2016
Kepler-1287 b,3350,2.99 Earths,15.007,2016
Kepler-1288 b,2332,1.46 Earths,13.177,2016
Kepler-1289 b,3454,2.92 Earths,14.599,2016
Kepler-128 b,1308,0.77 Earths,11.289,2013
Kepler-128 c,1308,0.9 Earths,11.289,2013
Kepler-1282 b,3673,3.02 Earths,15.492,2016
Kepler-1283 b,4736,4.31 Earths,15.07,2016
Kepler-1284 b,2779,1.92 Earths,15.662,2016
Kepler-1285 b,1187,0.871 Earths,11.65,2016
Kepler-1286 b,3751,5.27 Earths,15.142,2016
Kepler-1287 b,3350,2.99 Earths,15.007,2016
Kepler-1288 b,2332,1.46 Earths,13.177,2016
Kepler-1289 b,3454,2.92 Earths,14.599,2016
Kepler-128 b,1308,0.77 Earths,11.289,2013
Kepler-128 c,1308,0.9 Earths,11.289,2013
Kepler-1290 b,4309,2.6 Earths,15.691,2016
Kepler-1291 b,3203,3.39 Earths,15.883,2016
Kepler-1292 b,4586,3.97 Earths,15.948,2016
Kepler-1293 b,2512,0.871 Earths,13.3,2016
Kepler-1294 b,3653,10.3 Earths,15.15,2016
Kepler-1295 b,4100,3.02 Earths,15.908,2016
Kepler-1296 b,2058,0.693 Earths,14.627,2016
Kepler-1297 b,3249,0.871 Earths,14.782,2016
Kepler-1298 b,1624,2.27 Earths,11.313,2016
Kepler-1299 b,4410,9.17 Earths,15.9,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1304 b,2225,5.86 Earths,15.045,2016
Kepler-1305 b,4381,4.19 Earths,15.714,2016
Kepler-1306 b,3686,4.31 Earths,15.212,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1304 b,2225,5.86 Earths,15.045,2016
Kepler-1305 b,4381,4.19 Earths,15.714,2016
Kepler-1306 b,3686,4.31 Earths,15.212,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1304 b,2225,5.86 Earths,15.045,2016
Kepler-1305 b,4381,4.19 Earths,15.714,2016
Kepler-1306 b,3686,4.31 Earths,15.212,2016
Kepler-129 b,1349,6.21 Earths,11.644,2014
Kepler-129 c,1349,7.04 Earths,11.644,2014
Kepler-12 b,2950,0.432 Jupiters,13.8,2011
Kepler-1300 b,2469,2.45 Earths,12.768,2016
Kepler-1301 b,2662,2.54 Earths,15.373,2016
Kepler-1302 b,2371,2.63 Earths,15.039,2016
Kepler-1303 b,2952,2.6 Earths,14.616,2016
Kepler-1304 b,2225,5.86 Earths,15.045,2016
Kepler-1305 b,4381,4.19 Earths,15.714,2016
Kepler-1306 b,3686,4.31 Earths,15.212,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1310 b,1902,2.67 Earths,14.122,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1307 b,4554,6.66 Earths,15.38,2016
Kepler-1308 b,238,0.0933 Earths,14.474,2016
Kepler-1309 b,2756,6.21 Earths,16.187,2016
Kepler-130 b,1042,1.04 Earths,11.825,2014
Kepler-130 c,1042,8.75 Earths,11.825,2014
Kepler-130 d,1042,3.33 Earths,11.825,2014
Kepler-1310 b,1902,2.67 Earths,14.122,2016
Kepler-1311 b,2300,2.07 Earths,13.318,2016
Kepler-1311 c,2300,1.98 Earths,13.318,2016
Kepler-1312 b,995,5.06 Earths,12.378,2016
Kepler-1313 b,610,3.75 Earths,11.789,2016
Kepler-1314 b,1507,22.9 Earths,17.121,2016
Kepler-1315 b,1647,2.48 Earths,14.952,2016
Kepler-1316 b,2456,12.3 Earths,13.951,2016
Kepler-1317 b,2394,3.05 Earths,15.234,2016
Kepler-1318 b,1549,9.85 Earths,15.242,2016
Kepler-1319 b,372,2.36 Earths,14.222,2016
Kepler-131 b,751,16.13 Earths,11.49,2014
Kepler-131 c,751,8.25 Earths,11.49,2014
Kepler-1320 b,2515,3.53 Earths,15.905,2016
Kepler-1321 b,1784,21.5 Earths,16.928,2016
Kepler-1321 c,1784,6.35 Earths,16.928,2016
Kepler-1322 b,3970,3.22 Earths,15.775,2016
Kepler-1323 b,1729,2.92 Earths,12.344,2016
Kepler-1324 b,1703,2.89 Earths,15.134,2016
Kepler-1325 b,3115,8.55 Earths,15.129,2016
Kepler-1326 b,2968,16.3 Earths,12.741,2016
Kepler-1327 b,2244,3.89 Earths,13.884,2016
Kepler-1328 b,2055,0.904 Earths,13.803,2016
Kepler-1329 b,2035,5.35 Earths,15.85,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-132 b,988,1.92 Earths,11.818,2014
Kepler-132 c,988,2.18 Earths,11.818,2014
Kepler-132 d,988,3.02 Earths,11.818,2014
Kepler-132 e,988,1.76 Earths,11.818,2016
Kepler-1330 b,3063,3.36 Earths,14.945,2016
Kepler-1331 b,1191,1.16 Earths,15.032,2016
Kepler-1332 b,1680,2.45 Earths,13.795,2016
Kepler-1333 b,3125,8.3 Earths,15.171,2016
Kepler-1334 b,3415,5.86 Earths,15.171,2016
Kepler-1335 b,2049,2.7 Earths,15.304,2016
Kepler-1336 b,2681,4.58 Earths,14.038,2016
Kepler-1336 c,2681,3.57 Earths,14.038,2016
Kepler-1337 b,1918,6.39 Earths,15.817,2016
Kepler-1338 b,2019,0.721 Earths,13.574,2016
Kepler-1339 b,871,0.285 Earths,12.123,2016
Kepler-133 b,2170,3.75 Earths,12.841,2014
Kepler-133 c,2170,8.45 Earths,12.841,2014
Kepler-1340 b,4635,3.02 Earths,14.755,2016
Kepler-1341 b,1520,9.22 Earths,15.018,2016
Kepler-1342 b,3070,3.39 Earths,15.383,2016
Kepler-1350 c,1142,3.64 Earths,16.233,2016
Kepler-1351 b,786,0.208 Earths,14.087,2016
Kepler-1352 b,2078,0.64 Earths,13.25,2016
Kepler-1353 b,1944,3.89 Earths,15.506,2016
Kepler-1354 b,3448,9.11 Earths,14.369,2016
Kepler-1355 b,3141,2.73 Earths,15.452,2016
Kepler-1356 b,2874,2.96 Earths,15.72,2016
Kepler-1357 b,3347,2.18 Earths,15.22,2016
Kepler-1358 b,1820,1.46 Earths,14.54,2016
Kepler-1359 b,2182,8.4 Earths,15.753,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1373 b,3627,1.65 Earths,14.072,2016
Kepler-1374 b,3702,5.86 Earths,15.93,2016
Kepler-1375 b,4038,3.68 Earths,13.71,2016
Kepler-1376 b,2818,1.16 Earths,14.672,2016
Kepler-1377 b,3324,2.1 Earths,15.889,2016
Kepler-1378 b,1833,5.48 Earths,16.054,2016
Kepler-1379 b,3102,2.24 Earths,15.853,2016
Kepler-137 b,997,2.76 Earths,12.941,2014
Kepler-137 c,997,4.19 Earths,12.941,2014
Kepler-1380 b,3944,2.63 Earths,15.614,2016
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-1410 b,1197,3.82 Earths,15.948,2016
Kepler-1411 b,4668,8.35 Earths,15.771,2016
Kepler-1412 b,2084,0.498 Earths,13.193,2016
Kepler-1413 b,3790,3.97 Earths,16.285,2016
Kepler-1414 b,1742,2.04 Earths,14.861,2016
Kepler-1415 b,3477,2.21 Earths,15.721,2016
Kepler-1416 b,2632,0.615 Earths,14.226,2016
Kepler-1417 b,2140,0.972 Earths,13.858,2016
Kepler-1418 b,1628,3.39 Earths,15.281,2016
Kepler-1419 b,4710,8.55 Earths,15.718,2016
Kepler-141 b,991,0.257 Earths,13.421,2014
Kepler-141 c,991,2.57 Earths,13.421,2014
Kepler-1420 b,3011,2.18 Earths,15.849,2016
Kepler-1421 b,2202,0.749 Earths,12.726,2016
Kepler-1422 b,6788,4.74 Earths,15.619,2016
Kepler-1423 b,1465,1.2 Earths,14.558,2016
Kepler-1424 b,2022,1.65 Earths,13.592,2016
Kepler-1425 b,1628,0.779 Earths,13.563,2016
Kepler-1426 b,3950,3.05 Earths,15.166,2016
Kepler-1427 b,3980,1.37 Earths,15.482,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1443 b,1549,0.871 Earths,12.212,2016
Kepler-1444 b,1109,5.39 Earths,12.258,2016
Kepler-1445 b,1572,0.84 Earths,12.418,2016
Kepler-1446 b,528,0.477 Earths,12.409,2016
Kepler-1447 b,2841,8.75 Earths,14.664,2016
Kepler-1448 b,2564,3.22 Earths,14.38,2016
Kepler-1449 b,4309,3.46 Earths,15.031,2016
Kepler-144 b,1270,2.33 Earths,11.944,2014
Kepler-144 c,1270,2.39 Earths,11.944,2014
Kepler-1450 b,1598,3.57 Earths,15.489,2016
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-1451 b,3781,11.2 Earths,15.3,2016
Kepler-1452 b,3177,7.75 Earths,13.071,2016
Kepler-1453 b,4188,7.61 Earths,15.528,2016
Kepler-1454 b,2593,4.19 Earths,14.899,2016
Kepler-1455 b,1279,5.31 Earths,15.866,2016
Kepler-1456 b,1236,1.55 Earths,15.445,2016
Kepler-1457 b,2375,4.62 Earths,14.028,2016
Kepler-1458 b,2094,8.05 Earths,14.2,2016
Kepler-1459 b,1419,2.42 Earths,14.552,2016
Kepler-145 b,1879,37.1 Earths,11.875,2013
Kepler-145 c,1879,0.25 Jupiters,11.875,2013
Kepler-1460 b,1872,4.5 Earths,15.919,2016
Kepler-1461 b,2453,4.78 Earths,15.695,2016
Kepler-1462 b,4462,14 Earths,15.856,2016
Kepler-1463 b,4374,4.12 Earths,15.724,2016
Kepler-1464 b,2257,3.39 Earths,14.13,2016
Kepler-1464 c,2257,0.972 Earths,14.13,2016
Kepler-1465 b,1142,3.78 Earths,14.42,2016
Kepler-1466 b,2238,3.02 Earths,13.869,2016
Kepler-1467 b,2903,10.9 Earths,15.521,2016
